Region,Country,State,City,Month,Day,Year,AvgTemperature
Australia/South Pacific,Australia,,Melbourne,5,22,2019,65.7
Australia/South Pacific,Australia,,Melbourne,5,23,2019,65.2
Australia/South Pacific,Australia,,Melbourne,5,24,2019,66.1
Australia/South Pacific,Australia,,Melbourne,5,25,2019,67.7
Australia/South Pacific,Australia,,Melbourne,5,26,2019,61.3
Australia/South Pacific,Australia,,Melbourne,5,27,2019,55.8
Australia/South Pacific,Australia,,Melbourne,5,28,2019,59.4
Australia/South Pacific,Australia,,Melbourne,5,29,2019,57.2
Australia/South Pacific,Australia,,Melbourne,5,30,2019,52
Australia/South Pacific,Australia,,Melbourne,5,31,2019,57.7
Australia/South Pacific,Australia,,Melbourne,6,1,2019,58.7
Australia/South Pacific,Australia,,Melbourne,6,2,2019,60.1
Australia/South Pacific,Australia,,Melbourne,6,3,2019,54.5
Australia/South Pacific,Australia,,Melbourne,6,4,2019,52.7
Australia/South Pacific,Australia,,Melbourne,6,5,2019,52
Australia/South Pacific,Australia,,Melbourne,6,6,2019,57.6
Australia/South Pacific,Australia,,Melbourne,6,7,2019,57
Australia/South Pacific,Australia,,Melbourne,6,8,2019,56.2
Australia/South Pacific,Australia,,Melbourne,6,9,2019,61.6
Australia/South Pacific,Australia,,Melbourne,6,10,2019,62.6
Australia/South Pacific,Australia,,Melbourne,6,11,2019,60.8
Australia/South Pacific,Australia,,Melbourne,6,12,2019,65.9
Australia/South Pacific,Australia,,Melbourne,6,13,2019,60.6
Australia/South Pacific,Australia,,Melbourne,6,14,2019,57.6
Australia/South Pacific,Australia,,Melbourne,6,15,2019,58.6
Australia/South Pacific,Australia,,Melbourne,6,16,2019,56.7
Australia/South Pacific,Australia,,Melbourne,6,17,2019,56.2
Australia/South Pacific,Australia,,Melbourne,6,18,2019,57.1
Australia/South Pacific,Australia,,Melbourne,6,19,2019,52.3
Australia/South Pacific,Australia,,Melbourne,6,20,2019,52.6
Australia/South Pacific,Australia,,Melbourne,6,21,2019,51.3
Australia/South Pacific,Australia,,Melbourne,6,22,2019,52.6
Australia/South Pacific,Australia,,Melbourne,6,23,2019,54.6
Australia/South Pacific,Australia,,Melbourne,6,24,2019,57.4
Australia/South Pacific,Australia,,Melbourne,6,25,2019,58.8
Australia/South Pacific,Australia,,Melbourne,6,26,2019,56.4
Australia/South Pacific,Australia,,Melbourne,6,27,2019,57.6
Australia/South Pacific,Australia,,Melbourne,6,28,2019,59.8
Australia/South Pacific,Australia,,Melbourne,6,29,2019,62
Australia/South Pacific,Australia,,Melbourne,6,30,2019,54.9
Australia/South Pacific,Australia,,Melbourne,7,1,2019,55.1
Australia/South Pacific,Australia,,Melbourne,7,2,2019,56.1
Australia/South Pacific,Australia,,Melbourne,7,3,2019,61.3
Australia/South Pacific,Australia,,Melbourne,7,4,2019,59.6
Australia/South Pacific,Australia,,Melbourne,7,5,2019,58
Australia/South Pacific,Australia,,Melbourne,7,6,2019,58.6
Australia/South Pacific,Australia,,Melbourne,7,7,2019,59.1
Australia/South Pacific,Australia,,Melbourne,7,8,2019,59.3
Australia/South Pacific,Australia,,Melbourne,7,9,2019,54.7
Australia/South Pacific,Australia,,Melbourne,7,10,2019,57.7
Australia/South Pacific,Australia,,Melbourne,7,11,2019,60.2
Australia/South Pacific,Australia,,Melbourne,7,12,2019,62
Australia/South Pacific,Australia,,Melbourne,7,13,2019,52.6
Australia/South Pacific,Australia,,Melbourne,7,14,2019,54.6
Australia/South Pacific,Australia,,Melbourne,7,15,2019,55.6
Australia/South Pacific,Australia,,Melbourne,7,16,2019,58.1
Australia/South Pacific,Australia,,Melbourne,7,17,2019,58.8
Australia/South Pacific,Australia,,Melbourne,7,18,2019,54.9
Australia/South Pacific,Australia,,Melbourne,7,19,2019,55.8
Australia/South Pacific,Australia,,Melbourne,7,20,2019,57.2
Australia/South Pacific,Australia,,Melbourne,7,21,2019,62
Australia/South Pacific,Australia,,Melbourne,7,22,2019,60.7
Australia/South Pacific,Australia,,Melbourne,7,23,2019,63.7
Australia/South Pacific,Australia,,Melbourne,7,24,2019,56.7
Australia/South Pacific,Australia,,Melbourne,7,25,2019,56.9
Australia/South Pacific,Australia,,Melbourne,7,26,2019,58.1
Australia/South Pacific,Australia,,Melbourne,7,27,2019,56.8
Australia/South Pacific,Australia,,Melbourne,7,28,2019,55.2
Australia/South Pacific,Australia,,Melbourne,7,29,2019,59
Australia/South Pacific,Australia,,Melbourne,7,30,2019,54
Australia/South Pacific,Australia,,Melbourne,7,31,2019,55.8
Australia/South Pacific,Australia,,Melbourne,8,1,2019,57.7
Australia/South Pacific,Australia,,Melbourne,8,2,2019,55.8
Australia/South Pacific,Australia,,Melbourne,8,3,2019,56.4
Australia/South Pacific,Australia,,Melbourne,8,4,2019,57.4
Australia/South Pacific,Australia,,Melbourne,8,5,2019,58
Australia/South Pacific,Australia,,Melbourne,8,6,2019,56.3
Australia/South Pacific,Australia,,Melbourne,8,7,2019,58.7
Australia/South Pacific,Australia,,Melbourne,8,8,2019,61
Australia/South Pacific,Australia,,Melbourne,8,9,2019,55.4
Australia/South Pacific,Australia,,Melbourne,8,10,2019,53
Australia/South Pacific,Australia,,Melbourne,8,11,2019,53.2
Australia/South Pacific,Australia,,Melbourne,8,12,2019,53.9
Australia/South Pacific,Australia,,Melbourne,8,13,2019,54.3
Australia/South Pacific,Australia,,Melbourne,8,14,2019,55
Australia/South Pacific,Australia,,Melbourne,8,15,2019,56.8
Australia/South Pacific,Australia,,Melbourne,8,16,2019,64.6
Australia/South Pacific,Australia,,Melbourne,8,17,2019,56.7
Australia/South Pacific,Australia,,Melbourne,8,18,2019,62.1
Australia/South Pacific,Australia,,Melbourne,8,19,2019,53.6
Australia/South Pacific,Australia,,Melbourne,8,20,2019,58.7
Australia/South Pacific,Australia,,Melbourne,8,21,2019,63.3
Australia/South Pacific,Australia,,Melbourne,8,22,2019,55.1
Australia/South Pacific,Australia,,Melbourne,8,23,2019,55.8
Australia/South Pacific,Australia,,Melbourne,8,24,2019,63.5
Australia/South Pacific,Australia,,Melbourne,8,25,2019,60.1
Australia/South Pacific,Australia,,Melbourne,8,26,2019,57.5
Australia/South Pacific,Australia,,Melbourne,8,27,2019,56
Australia/South Pacific,Australia,,Melbourne,8,28,2019,58.6
Australia/South Pacific,Australia,,Melbourne,8,29,2019,55.2
Australia/South Pacific,Australia,,Melbourne,8,30,2019,57.6
Australia/South Pacific,Australia,,Melbourne,8,31,2019,57.3
Australia/South Pacific,Australia,,Melbourne,9,1,2019,61.9
Australia/South Pacific,Australia,,Melbourne,9,2,2019,58.5
Australia/South Pacific,Australia,,Melbourne,9,3,2019,62.1
Australia/South Pacific,Australia,,Melbourne,9,4,2019,69.4
Australia/South Pacific,Australia,,Melbourne,9,5,2019,64.5
Australia/South Pacific,Australia,,Melbourne,9,6,2019,63.3
Australia/South Pacific,Australia,,Melbourne,9,7,2019,59
Australia/South Pacific,Australia,,Melbourne,9,8,2019,57.9
Australia/South Pacific,Australia,,Melbourne,9,9,2019,55.4
Australia/South Pacific,Australia,,Melbourne,9,10,2019,55.5
Australia/South Pacific,Australia,,Melbourne,9,11,2019,59.2
Australia/South Pacific,Australia,,Melbourne,9,12,2019,66.9
Australia/South Pacific,Australia,,Melbourne,9,13,2019,61
Australia/South Pacific,Australia,,Melbourne,9,14,2019,58.7
Australia/South Pacific,Australia,,Melbourne,9,15,2019,69.1
Australia/South Pacific,Australia,,Melbourne,9,16,2019,60.4
Australia/South Pacific,Australia,,Melbourne,9,17,2019,56.7
Australia/South Pacific,Australia,,Melbourne,9,18,2019,59.8
Australia/South Pacific,Australia,,Melbourne,9,19,2019,65.7
Australia/South Pacific,Australia,,Melbourne,9,20,2019,67.5
Australia/South Pacific,Australia,,Melbourne,9,21,2019,68.6
Australia/South Pacific,Australia,,Melbourne,9,22,2019,63.8
Australia/South Pacific,Australia,,Melbourne,9,23,2019,58.9
Australia/South Pacific,Australia,,Melbourne,9,24,2019,60.6
Australia/South Pacific,Australia,,Melbourne,9,25,2019,62.2
Australia/South Pacific,Australia,,Melbourne,9,26,2019,64.9
Australia/South Pacific,Australia,,Melbourne,9,27,2019,69
Australia/South Pacific,Australia,,Melbourne,9,28,2019,60
Australia/South Pacific,Australia,,Melbourne,9,29,2019,62.9
Australia/South Pacific,Australia,,Melbourne,9,30,2019,59.7
Australia/South Pacific,Australia,,Melbourne,10,1,2019,62.6
Australia/South Pacific,Australia,,Melbourne,10,2,2019,67.9
Australia/South Pacific,Australia,,Melbourne,10,3,2019,74.4
Australia/South Pacific,Australia,,Melbourne,10,4,2019,67.3
Australia/South Pacific,Australia,,Melbourne,10,5,2019,63
Australia/South Pacific,Australia,,Melbourne,10,6,2019,67.8
Australia/South Pacific,Australia,,Melbourne,10,7,2019,66.4
Australia/South Pacific,Australia,,Melbourne,10,8,2019,58.4
Australia/South Pacific,Australia,,Melbourne,10,9,2019,59.9
Australia/South Pacific,Australia,,Melbourne,10,10,2019,60.6
Australia/South Pacific,Australia,,Melbourne,10,11,2019,59.8
Australia/South Pacific,Australia,,Melbourne,10,12,2019,58.3
Australia/South Pacific,Australia,,Melbourne,10,13,2019,60.5
Australia/South Pacific,Australia,,Melbourne,10,14,2019,66.3
Australia/South Pacific,Australia,,Melbourne,10,15,2019,69.5
Australia/South Pacific,Australia,,Melbourne,10,16,2019,68.7
Australia/South Pacific,Australia,,Melbourne,10,17,2019,67.2
Australia/South Pacific,Australia,,Melbourne,10,18,2019,65.9
Australia/South Pacific,Australia,,Melbourne,10,19,2019,67.6
Australia/South Pacific,Australia,,Melbourne,10,20,2019,62.4
Australia/South Pacific,Australia,,Melbourne,10,21,2019,65.2
Australia/South Pacific,Australia,,Melbourne,10,22,2019,68.7
Australia/South Pacific,Australia,,Melbourne,10,23,2019,70.3
Australia/South Pacific,Australia,,Melbourne,10,24,2019,72.5
Australia/South Pacific,Australia,,Melbourne,10,25,2019,83.9
Australia/South Pacific,Australia,,Melbourne,10,26,2019,72.8
Australia/South Pacific,Australia,,Melbourne,10,27,2019,64.9
Australia/South Pacific,Australia,,Melbourne,10,28,2019,65
Australia/South Pacific,Australia,,Melbourne,10,29,2019,70.4
Australia/South Pacific,Australia,,Melbourne,10,30,2019,71.2
Australia/South Pacific,Australia,,Melbourne,10,31,2019,71.9
Australia/South Pacific,Australia,,Melbourne,11,1,2019,71.9
Australia/South Pacific,Australia,,Melbourne,11,2,2019,71.4
Australia/South Pacific,Australia,,Melbourne,11,3,2019,71.3
Australia/South Pacific,Australia,,Melbourne,11,4,2019,67.6
Australia/South Pacific,Australia,,Melbourne,11,5,2019,60.5
Australia/South Pacific,Australia,,Melbourne,11,6,2019,75.5
Australia/South Pacific,Australia,,Melbourne,11,7,2019,75.5
Australia/South Pacific,Australia,,Melbourne,11,8,2019,68.9
Australia/South Pacific,Australia,,Melbourne,11,9,2019,62.5
Australia/South Pacific,Australia,,Melbourne,11,10,2019,66.7
Australia/South Pacific,Australia,,Melbourne,11,11,2019,71.3
Australia/South Pacific,Australia,,Melbourne,11,12,2019,74.8
Australia/South Pacific,Australia,,Melbourne,11,13,2019,66.4
Australia/South Pacific,Australia,,Melbourne,11,14,2019,70
Australia/South Pacific,Australia,,Melbourne,11,15,2019,75.6
Australia/South Pacific,Australia,,Melbourne,11,16,2019,67
Australia/South Pacific,Australia,,Melbourne,11,17,2019,66
Australia/South Pacific,Australia,,Melbourne,11,18,2019,71
Australia/South Pacific,Australia,,Melbourne,11,19,2019,74.7
Australia/South Pacific,Australia,,Melbourne,11,20,2019,69.2
Australia/South Pacific,Australia,,Melbourne,11,21,2019,73.9
Australia/South Pacific,Australia,,Melbourne,11,22,2019,67.2
Australia/South Pacific,Australia,,Melbourne,11,23,2019,68.1
Australia/South Pacific,Australia,,Melbourne,11,24,2019,69
Australia/South Pacific,Australia,,Melbourne,11,25,2019,76.3
Australia/South Pacific,Australia,,Melbourne,11,26,2019,72.7
Australia/South Pacific,Australia,,Melbourne,11,27,2019,67.2
Australia/South Pacific,Australia,,Melbourne,11,28,2019,73.3
Australia/South Pacific,Australia,,Melbourne,11,29,2019,74
Australia/South Pacific,Australia,,Melbourne,11,30,2019,67.1
Australia/South Pacific,Australia,,Melbourne,12,1,2019,68.8
Australia/South Pacific,Australia,,Melbourne,12,2,2019,65.5
Australia/South Pacific,Australia,,Melbourne,12,3,2019,73.7
Australia/South Pacific,Australia,,Melbourne,12,4,2019,72
Australia/South Pacific,Australia,,Melbourne,12,5,2019,77.2
Australia/South Pacific,Australia,,Melbourne,12,6,2019,71.8
Australia/South Pacific,Australia,,Melbourne,12,7,2019,71.5
Australia/South Pacific,Australia,,Melbourne,12,8,2019,72.9
Australia/South Pacific,Australia,,Melbourne,12,9,2019,73.8
Australia/South Pacific,Australia,,Melbourne,12,10,2019,70.4
Australia/South Pacific,Australia,,Melbourne,12,11,2019,67.5
Australia/South Pacific,Australia,,Melbourne,12,12,2019,67.9
Australia/South Pacific,Australia,,Melbourne,12,13,2019,69.6
Australia/South Pacific,Australia,,Melbourne,12,14,2019,72.6
Australia/South Pacific,Australia,,Melbourne,12,15,2019,74.6
Australia/South Pacific,Australia,,Melbourne,12,16,2019,67.5
Australia/South Pacific,Australia,,Melbourne,12,17,2019,70.3
Australia/South Pacific,Australia,,Melbourne,12,18,2019,75
Australia/South Pacific,Australia,,Melbourne,12,19,2019,76.5
Australia/South Pacific,Australia,,Melbourne,12,20,2019,74.3
Australia/South Pacific,Australia,,Melbourne,12,21,2019,73.8
Australia/South Pacific,Australia,,Melbourne,12,22,2019,66.1
Australia/South Pacific,Australia,,Melbourne,12,23,2019,72.4
Australia/South Pacific,Australia,,Melbourne,12,24,2019,72.7
Australia/South Pacific,Australia,,Melbourne,12,25,2019,75.7
Australia/South Pacific,Australia,,Melbourne,12,26,2019,76.5
Australia/South Pacific,Australia,,Melbourne,12,27,2019,76.1
Australia/South Pacific,Australia,,Melbourne,12,28,2019,76.7
Australia/South Pacific,Australia,,Melbourne,12,29,2019,75.6
Australia/South Pacific,Australia,,Melbourne,12,30,2019,77.6
Australia/South Pacific,Australia,,Melbourne,12,31,2019,77.3
Australia/South Pacific,Australia,,Melbourne,1,1,2020,71.6
Australia/South Pacific,Australia,,Melbourne,1,2,2020,73.7
Australia/South Pacific,Australia,,Melbourne,1,3,2020,78.3
Australia/South Pacific,Australia,,Melbourne,1,4,2020,85
Australia/South Pacific,Australia,,Melbourne,1,5,2020,71.2
Australia/South Pacific,Australia,,Melbourne,1,6,2020,71.7
Australia/South Pacific,Australia,,Melbourne,1,7,2020,76.4
Australia/South Pacific,Australia,,Melbourne,1,8,2020,72
Australia/South Pacific,Australia,,Melbourne,1,9,2020,73.4
Australia/South Pacific,Australia,,Melbourne,1,10,2020,78.1
Australia/South Pacific,Australia,,Melbourne,1,11,2020,69.9
Australia/South Pacific,Australia,,Melbourne,1,12,2020,66.7
Australia/South Pacific,Australia,,Melbourne,1,13,2020,73.4
Australia/South Pacific,Australia,,Melbourne,1,14,2020,74.1
Australia/South Pacific,Australia,,Melbourne,1,15,2020,76.6
Australia/South Pacific,Australia,,Melbourne,1,16,2020,72.2
Australia/South Pacific,Australia,,Melbourne,1,17,2020,69.4
Australia/South Pacific,Australia,,Melbourne,1,18,2020,69.1
Australia/South Pacific,Australia,,Melbourne,1,19,2020,72.4
Australia/South Pacific,Australia,,Melbourne,1,20,2020,74.7
Australia/South Pacific,Australia,,Melbourne,1,21,2020,77.1
Australia/South Pacific,Australia,,Melbourne,1,22,2020,81.7
Australia/South Pacific,Australia,,Melbourne,1,23,2020,89.6
Australia/South Pacific,Australia,,Melbourne,1,24,2020,75.3
Australia/South Pacific,Australia,,Melbourne,1,25,2020,79.7
Australia/South Pacific,Australia,,Melbourne,1,26,2020,83.1
Australia/South Pacific,Australia,,Melbourne,1,27,2020,77.5
Australia/South Pacific,Australia,,Melbourne,1,28,2020,77.5
Australia/South Pacific,Australia,,Melbourne,1,29,2020,75.1
Australia/South Pacific,Australia,,Melbourne,1,30,2020,80.2
Australia/South Pacific,Australia,,Melbourne,1,31,2020,82.6
Australia/South Pacific,Australia,,Melbourne,2,1,2020,86.1
Australia/South Pacific,Australia,,Melbourne,2,2,2020,73.5
Australia/South Pacific,Australia,,Melbourne,2,3,2020,72.5
Australia/South Pacific,Australia,,Melbourne,2,4,2020,69.9
Australia/South Pacific,Australia,,Melbourne,2,5,2020,73.5
Australia/South Pacific,Australia,,Melbourne,2,6,2020,71.4
Australia/South Pacific,Australia,,Melbourne,2,7,2020,69.1
Australia/South Pacific,Australia,,Melbourne,2,8,2020,70.6
Australia/South Pacific,Australia,,Melbourne,2,9,2020,69.7
Australia/South Pacific,Australia,,Melbourne,2,10,2020,75.3
Australia/South Pacific,Australia,,Melbourne,2,11,2020,76.9
Australia/South Pacific,Australia,,Melbourne,2,12,2020,74.2
Australia/South Pacific,Australia,,Melbourne,2,13,2020,74.7
Australia/South Pacific,Australia,,Melbourne,2,14,2020,71.7
Australia/South Pacific,Australia,,Melbourne,2,15,2020,73
Australia/South Pacific,Australia,,Melbourne,2,16,2020,72
Australia/South Pacific,Australia,,Melbourne,2,17,2020,73
Australia/South Pacific,Australia,,Melbourne,2,18,2020,78.2
Australia/South Pacific,Australia,,Melbourne,2,19,2020,74.3
Australia/South Pacific,Australia,,Melbourne,2,20,2020,70.7
Australia/South Pacific,Australia,,Melbourne,2,21,2020,70.8
Australia/South Pacific,Australia,,Melbourne,2,22,2020,71.1
Australia/South Pacific,Australia,,Melbourne,2,23,2020,73.5
Australia/South Pacific,Australia,,Melbourne,2,24,2020,76.5
Australia/South Pacific,Australia,,Melbourne,2,25,2020,78.8
Australia/South Pacific,Australia,,Melbourne,2,26,2020,76.9
Australia/South Pacific,Australia,,Melbourne,2,27,2020,72.6
Australia/South Pacific,Australia,,Melbourne,2,28,2020,70.8
Australia/South Pacific,Australia,,Melbourne,2,29,2020,73.9
Australia/South Pacific,Australia,,Melbourne,3,1,2020,78.2
Australia/South Pacific,Australia,,Melbourne,3,2,2020,77
Australia/South Pacific,Australia,,Melbourne,3,3,2020,68.1
Australia/South Pacific,Australia,,Melbourne,3,4,2020,74.1
Australia/South Pacific,Australia,,Melbourne,3,5,2020,72.5
Australia/South Pacific,Australia,,Melbourne,3,6,2020,71.3
Australia/South Pacific,Australia,,Melbourne,3,7,2020,67.2
Australia/South Pacific,Australia,,Melbourne,3,8,2020,66.3
Australia/South Pacific,Australia,,Melbourne,3,9,2020,66.6
Australia/South Pacific,Australia,,Melbourne,3,10,2020,66.9
Australia/South Pacific,Australia,,Melbourne,3,11,2020,70.6
Australia/South Pacific,Australia,,Melbourne,3,12,2020,70
Australia/South Pacific,Australia,,Melbourne,3,13,2020,70.7
Australia/South Pacific,Australia,,Melbourne,3,14,2020,62.3
Australia/South Pacific,Australia,,Melbourne,3,15,2020,64
Australia/South Pacific,Australia,,Melbourne,3,16,2020,64.4
Australia/South Pacific,Australia,,Melbourne,3,17,2020,66.5
Australia/South Pacific,Australia,,Melbourne,3,18,2020,71.3
Australia/South Pacific,Australia,,Melbourne,3,19,2020,77.7
Australia/South Pacific,Australia,,Melbourne,3,20,2020,79.1
Australia/South Pacific,Australia,,Melbourne,3,21,2020,70.8
Australia/South Pacific,Australia,,Melbourne,3,22,2020,72.6
Australia/South Pacific,Australia,,Melbourne,3,23,2020,66.7
Australia/South Pacific,Australia,,Melbourne,3,24,2020,69.8
Australia/South Pacific,Australia,,Melbourne,3,25,2020,68.5
Australia/South Pacific,Australia,,Melbourne,3,26,2020,67.2
Australia/South Pacific,Australia,,Melbourne,3,27,2020,66.9
Australia/South Pacific,Australia,,Melbourne,3,28,2020,68.1
Australia/South Pacific,Australia,,Melbourne,3,29,2020,71.8
Australia/South Pacific,Australia,,Melbourne,3,30,2020,71.4
Australia/South Pacific,Australia,,Melbourne,3,31,2020,72.5
Australia/South Pacific,Australia,,Melbourne,4,1,2020,72.9
Australia/South Pacific,Australia,,Melbourne,4,2,2020,69.3
Australia/South Pacific,Australia,,Melbourne,4,3,2020,72.1
Australia/South Pacific,Australia,,Melbourne,4,4,2020,67.9
Australia/South Pacific,Australia,,Melbourne,4,5,2020,67.2
Australia/South Pacific,Australia,,Melbourne,4,6,2020,65.7
Australia/South Pacific,Australia,,Melbourne,4,7,2020,64.7
Australia/South Pacific,Australia,,Melbourne,4,8,2020,64.9
Australia/South Pacific,Australia,,Melbourne,4,9,2020,66.2
Australia/South Pacific,Australia,,Melbourne,4,10,2020,63.7
Australia/South Pacific,Australia,,Melbourne,4,11,2020,64.7
Australia/South Pacific,Australia,,Melbourne,4,12,2020,60.4
Australia/South Pacific,Australia,,Melbourne,4,13,2020,63.6
Australia/South Pacific,Australia,,Melbourne,4,14,2020,67.7
Australia/South Pacific,Australia,,Melbourne,4,15,2020,71.7
Australia/South Pacific,Australia,,Melbourne,4,16,2020,74.1
Australia/South Pacific,Australia,,Melbourne,4,17,2020,68.1
Australia/South Pacific,Australia,,Melbourne,4,18,2020,63
Australia/South Pacific,Australia,,Melbourne,4,19,2020,63
Australia/South Pacific,Australia,,Melbourne,4,20,2020,64.1
Australia/South Pacific,Australia,,Melbourne,4,21,2020,68.1
Australia/South Pacific,Australia,,Melbourne,4,22,2020,66
Australia/South Pacific,Australia,,Melbourne,4,23,2020,69
Australia/South Pacific,Australia,,Melbourne,4,24,2020,69
Australia/South Pacific,Australia,,Melbourne,4,25,2020,69.6
Australia/South Pacific,Australia,,Melbourne,4,26,2020,70.4
Australia/South Pacific,Australia,,Melbourne,4,27,2020,68.6
Australia/South Pacific,Australia,,Melbourne,4,28,2020,69
Australia/South Pacific,Australia,,Melbourne,4,29,2020,71
Australia/South Pacific,Australia,,Melbourne,4,30,2020,55.8
Australia/South Pacific,Australia,,Melbourne,5,1,2020,58.6
Australia/South Pacific,Australia,,Melbourne,5,2,2020,58.2
Australia/South Pacific,Australia,,Melbourne,5,3,2020,57.6
Australia/South Pacific,Australia,,Melbourne,5,4,2020,59.4
Australia/South Pacific,Australia,,Melbourne,5,5,2020,59.4
Australia/South Pacific,Australia,,Melbourne,5,6,2020,63.2
Australia/South Pacific,Australia,,Melbourne,5,7,2020,67.2
Australia/South Pacific,Australia,,Melbourne,5,8,2020,70.7
Australia/South Pacific,Australia,,Melbourne,5,9,2020,66.2
Australia/South Pacific,Australia,,Melbourne,5,10,2020,54.8
Australia/South Pacific,Australia,,Melbourne,5,11,2020,55.7
Australia/South Pacific,Australia,,Melbourne,5,12,2020,59.8
Australia/South Pacific,Australia,,Melbourne,5,13,2020,61.5
Australia/South Pacific,Australia,,Perth,1,1,1995,81.7
Australia/South Pacific,Australia,,Perth,1,2,1995,82.2
Australia/South Pacific,Australia,,Perth,1,3,1995,79.5
Australia/South Pacific,Australia,,Perth,1,4,1995,72.5
Australia/South Pacific,Australia,,Perth,1,5,1995,73.7
Australia/South Pacific,Australia,,Perth,1,6,1995,79.7
Australia/South Pacific,Australia,,Perth,1,7,1995,82.7
Australia/South Pacific,Australia,,Perth,1,8,1995,73.2
Australia/South Pacific,Australia,,Perth,1,9,1995,69.6
Australia/South Pacific,Australia,,Perth,1,10,1995,73
Australia/South Pacific,Australia,,Perth,1,11,1995,82.3
Australia/South Pacific,Australia,,Perth,1,12,1995,84.4
Australia/South Pacific,Australia,,Perth,1,13,1995,78.1
Australia/South Pacific,Australia,,Perth,1,14,1995,80.7
Australia/South Pacific,Australia,,Perth,1,15,1995,84.8
Australia/South Pacific,Australia,,Perth,1,16,1995,84.7
Australia/South Pacific,Australia,,Perth,1,17,1995,85.3
Australia/South Pacific,Australia,,Perth,1,18,1995,81.7
Australia/South Pacific,Australia,,Perth,1,19,1995,78
Australia/South Pacific,Australia,,Perth,1,20,1995,77.1
Australia/South Pacific,Australia,,Perth,1,21,1995,77.2
Australia/South Pacific,Australia,,Perth,1,22,1995,74.1
Australia/South Pacific,Australia,,Perth,1,23,1995,69.5
Australia/South Pacific,Australia,,Perth,1,24,1995,74.7
Australia/South Pacific,Australia,,Perth,1,25,1995,76.7
Australia/South Pacific,Australia,,Perth,1,26,1995,82
Australia/South Pacific,Australia,,Perth,1,27,1995,78.6
Australia/South Pacific,Australia,,Perth,1,28,1995,69.8
Australia/South Pacific,Australia,,Perth,1,29,1995,67.2
Australia/South Pacific,Australia,,Perth,1,30,1995,70.7
Australia/South Pacific,Australia,,Perth,1,31,1995,74
Australia/South Pacific,Australia,,Perth,2,1,1995,70.1
Australia/South Pacific,Australia,,Perth,2,2,1995,69.8
Australia/South Pacific,Australia,,Perth,2,3,1995,69
Australia/South Pacific,Australia,,Perth,2,4,1995,66.1
Australia/South Pacific,Australia,,Perth,2,5,1995,69.8
Australia/South Pacific,Australia,,Perth,2,6,1995,77.9
Australia/South Pacific,Australia,,Perth,2,7,1995,85.6
Australia/South Pacific,Australia,,Perth,2,8,1995,84.1
Australia/South Pacific,Australia,,Perth,2,9,1995,82.8
Australia/South Pacific,Australia,,Perth,2,10,1995,82.4
Australia/South Pacific,Australia,,Perth,2,11,1995,74.3
Australia/South Pacific,Australia,,Perth,2,12,1995,73.8
Australia/South Pacific,Australia,,Perth,2,13,1995,74.3
Australia/South Pacific,Australia,,Perth,2,14,1995,68.6
Australia/South Pacific,Australia,,Perth,2,15,1995,74.1
Australia/South Pacific,Australia,,Perth,2,16,1995,76
Australia/South Pacific,Australia,,Perth,2,17,1995,83.7
Australia/South Pacific,Australia,,Perth,2,18,1995,90.1
Australia/South Pacific,Australia,,Perth,2,19,1995,90.3
Australia/South Pacific,Australia,,Perth,2,20,1995,88
Australia/South Pacific,Australia,,Perth,2,21,1995,86.1
Australia/South Pacific,Australia,,Perth,2,22,1995,90.5
Australia/South Pacific,Australia,,Perth,2,23,1995,82.4
Australia/South Pacific,Australia,,Perth,2,24,1995,67.7
Australia/South Pacific,Australia,,Perth,2,25,1995,70.1
Australia/South Pacific,Australia,,Perth,2,26,1995,69.7
Australia/South Pacific,Australia,,Perth,2,27,1995,71.4
Australia/South Pacific,Australia,,Perth,2,28,1995,74.6
Australia/South Pacific,Australia,,Perth,3,1,1995,76.4
Australia/South Pacific,Australia,,Perth,3,2,1995,74.2
Australia/South Pacific,Australia,,Perth,3,3,1995,71.3
Australia/South Pacific,Australia,,Perth,3,4,1995,66.4
Australia/South Pacific,Australia,,Perth,3,5,1995,67.9
Australia/South Pacific,Australia,,Perth,3,6,1995,67.8
Australia/South Pacific,Australia,,Perth,3,7,1995,69.6
Australia/South Pacific,Australia,,Perth,3,8,1995,72.3
Australia/South Pacific,Australia,,Perth,3,9,1995,72
Australia/South Pacific,Australia,,Perth,3,10,1995,73.4
Australia/South Pacific,Australia,,Perth,3,11,1995,74.6
Australia/South Pacific,Australia,,Perth,3,12,1995,76.9
Australia/South Pacific,Australia,,Perth,3,13,1995,78.8
Australia/South Pacific,Australia,,Perth,3,14,1995,82.3
Australia/South Pacific,Australia,,Perth,3,15,1995,81.6
Australia/South Pacific,Australia,,Perth,3,16,1995,74
Australia/South Pacific,Australia,,Perth,3,17,1995,73.2
Australia/South Pacific,Australia,,Perth,3,18,1995,75.1
Australia/South Pacific,Australia,,Perth,3,19,1995,80.4
Australia/South Pacific,Australia,,Perth,3,20,1995,81.6
Australia/South Pacific,Australia,,Perth,3,21,1995,77.1
Australia/South Pacific,Australia,,Perth,3,22,1995,77.7
Australia/South Pacific,Australia,,Perth,3,23,1995,77.6
Australia/South Pacific,Australia,,Perth,3,24,1995,79.6
Australia/South Pacific,Australia,,Perth,3,25,1995,79.1
Australia/South Pacific,Australia,,Perth,3,26,1995,78
Australia/South Pacific,Australia,,Perth,3,27,1995,77.8
Australia/South Pacific,Australia,,Perth,3,28,1995,75.9
